A,rho
1207.89473684211,0.389473684210526
1284.21052631579,0.389473684210526
1360.52631578947,0.389473684210526
1436.84210526316,0.389473684210526
1513.15789473684,0.389473684210526
1589.47368421053,0.389473684210526
1665.78947368421,0.389473684210526
1742.10526315789,0.389473684210526
1818.42105263158,0.389473684210526
1894.73684210526,0.389473684210526
1971.05263157895,0.389473684210526
2047.36842105263,0.389473684210526
2123.68421052632,0.389473684210526
2200,0.389473684210526
750,0.405263157894737
826.315789473684,0.405263157894737
902.631578947368,0.405263157894737
978.947368421053,0.405263157894737
1055.26315789474,0.405263157894737
1131.57894736842,0.405263157894737
1207.89473684211,0.405263157894737
1284.21052631579,0.405263157894737
1360.52631578947,0.405263157894737
1436.84210526316,0.405263157894737
1513.15789473684,0.405263157894737
1589.47368421053,0.405263157894737
1665.78947368421,0.405263157894737
1742.10526315789,0.405263157894737
1818.42105263158,0.405263157894737
1894.73684210526,0.405263157894737
1971.05263157895,0.405263157894737
2047.36842105263,0.405263157894737
2123.68421052632,0.405263157894737
2200,0.405263157894737
750,0.421052631578947
826.315789473684,0.421052631578947
902.631578947368,0.421052631578947
978.947368421053,0.421052631578947
1055.26315789474,0.421052631578947
1131.57894736842,0.421052631578947
1207.89473684211,0.421052631578947
1284.21052631579,0.421052631578947
1360.52631578947,0.421052631578947
1436.84210526316,0.421052631578947
1513.15789473684,0.421052631578947
1589.47368421053,0.421052631578947
1665.78947368421,0.421052631578947
1742.10526315789,0.421052631578947
1818.42105263158,0.421052631578947
1894.73684210526,0.421052631578947
1971.05263157895,0.421052631578947
2047.36842105263,0.421052631578947
2123.68421052632,0.421052631578947
2200,0.421052631578947
750,0.436842105263158
826.315789473684,0.436842105263158
902.631578947368,0.436842105263158
978.947368421053,0.436842105263158
1055.26315789474,0.436842105263158
1131.57894736842,0.436842105263158
1207.89473684211,0.436842105263158
1284.21052631579,0.436842105263158
1360.52631578947,0.436842105263158
1436.84210526316,0.436842105263158
1513.15789473684,0.436842105263158
1589.47368421053,0.436842105263158
1665.78947368421,0.436842105263158
1742.10526315789,0.436842105263158
1818.42105263158,0.436842105263158
1894.73684210526,0.436842105263158
1971.05263157895,0.436842105263158
2047.36842105263,0.436842105263158
2123.68421052632,0.436842105263158
2200,0.436842105263158
750,0.452631578947368
826.315789473684,0.452631578947368
902.631578947368,0.452631578947368
978.947368421053,0.452631578947368
1055.26315789474,0.452631578947368
1131.57894736842,0.452631578947368
1207.89473684211,0.452631578947368
1284.21052631579,0.452631578947368
1360.52631578947,0.452631578947368
1436.84210526316,0.452631578947368
1513.15789473684,0.452631578947368
1589.47368421053,0.452631578947368
1665.78947368421,0.452631578947368
1742.10526315789,0.452631578947368
1818.42105263158,0.452631578947368
1894.73684210526,0.452631578947368
1971.05263157895,0.452631578947368
2047.36842105263,0.452631578947368
2123.68421052632,0.452631578947368
2200,0.452631578947368
750,0.468421052631579
826.315789473684,0.468421052631579
902.631578947368,0.468421052631579
978.947368421053,0.468421052631579
1055.26315789474,0.468421052631579
1131.57894736842,0.468421052631579
1207.89473684211,0.468421052631579
1284.21052631579,0.468421052631579
1360.52631578947,0.468421052631579
1436.84210526316,0.468421052631579
1513.15789473684,0.468421052631579
1589.47368421053,0.468421052631579
1665.78947368421,0.468421052631579
1742.10526315789,0.468421052631579
1818.42105263158,0.468421052631579
1894.73684210526,0.468421052631579
1971.05263157895,0.468421052631579
2047.36842105263,0.468421052631579
2123.68421052632,0.468421052631579
2200,0.468421052631579
750,0.484210526315789
826.315789473684,0.484210526315789
902.631578947368,0.484210526315789
978.947368421053,0.484210526315789
1055.26315789474,0.484210526315789
1131.57894736842,0.484210526315789
1207.89473684211,0.484210526315789
1284.21052631579,0.484210526315789
1360.52631578947,0.484210526315789
1436.84210526316,0.484210526315789
1513.15789473684,0.484210526315789
1589.47368421053,0.484210526315789
1665.78947368421,0.484210526315789
1742.10526315789,0.484210526315789
1818.42105263158,0.484210526315789
1894.73684210526,0.484210526315789
1971.05263157895,0.484210526315789
2047.36842105263,0.484210526315789
2123.68421052632,0.484210526315789
2200,0.484210526315789
750,0.5
826.315789473684,0.5
902.631578947368,0.5
978.947368421053,0.5
1055.26315789474,0.5
1131.57894736842,0.5
1207.89473684211,0.5
1284.21052631579,0.5
1360.52631578947,0.5
1436.84210526316,0.5
1513.15789473684,0.5
1589.47368421053,0.5
1665.78947368421,0.5
1742.10526315789,0.5
1818.42105263158,0.5
1894.73684210526,0.5
1971.05263157895,0.5
2047.36842105263,0.5
2123.68421052632,0.5
2200,0.5
